"Record Length",200000,"Points",-5.04000007e-006,  0.01427344
"Sample Interval",2.00000003e-010,s,-5.03980007e-006,  0.01429688
"Trigger Point",25200,"Samples",-5.03960007e-006,  0.01436953
"Trigger Time",           0,s,-5.03940007e-006,  0.01439531
"",,,-5.03920007e-006,    0.014475
"Horizontial Offset",-5.04000007e-006,s,-5.03900007e-006,  0.01454063
,,,-5.03880007e-006,  0.01456641
,,,-5.03860007e-006,  0.01460859
,,,-5.03840007e-006,  0.01457109
,,,-5.03820007e-006,  0.01452188
,,,-5.03800007e-006,  0.01451484
,,,-5.03780007e-006,  0.01446563
,,,-5.03760007e-006,  0.01435078
,,,-5.03740007e-006,  0.01430859
,,,-5.03720007e-006,  0.01416797
,,,-5.03700007e-006,  0.01409297
,,,-5.03680007e-006,  0.01400391
,,,-5.03660007e-006,  0.01393594
,,,-5.03640007e-006,   0.0138375
,,,-5.03620007e-006,  0.01380234
,,,-5.03600007e-006,  0.01377188
,,,-5.03580007e-006,  0.01365469
,,,-5.03560007e-006,  0.01358906
,,,-5.03540007e-006,  0.01353984
,,,-5.03520007e-006,  0.01343906
,,,-5.03500007e-006,  0.01333125
,,,-5.03480007e-006,    0.013275
,,,-5.03460007e-006,  0.01319531
,,,-5.03440007e-006,  0.01317422
,,,-5.03420007e-006,  0.01314141
,,,-5.03400007e-006,  0.01318594
,,,-5.03380007e-006,  0.01318359
,,,-5.03360007e-006,  0.01322109
,,,-5.03340007e-006,  0.01332188
,,,-5.03320007e-006,  0.01337344
,,,-5.03300007e-006,  0.01346484
,,,-5.03280007e-006,  0.01359609
,,,-5.03260007e-006,  0.01362188
,,,-5.03240007e-006,  0.01368281
,,,-5.03220007e-006,  0.01373203
,,,-5.03200007e-006,  0.01374609
,,,-5.03180007e-006,  0.01374375
,,,-5.03160007e-006,  0.01379297
,,,-5.03140007e-006,  0.01383516
,,,-5.03120007e-006,  0.01389375
,,,-5.03100007e-006,  0.01395938
,,,-5.03080007e-006,  0.01405313
,,,-5.03060007e-006,  0.01408594
,,,-5.03040007e-006,  0.01411641
,,,-5.03020007e-006,      0.0141
,,,-5.03000007e-006,  0.01410703
,,,-5.02980007e-006,  0.01409063
,,,-5.02960007e-006,  0.01406953
,,,-5.02940007e-006,  0.01401797
,,,-5.02920007e-006,  0.01405547
,,,-5.02900007e-006,  0.01406484
,,,-5.02880007e-006,  0.01402969
,,,-5.02860007e-006,  0.01405313
,,,-5.02840007e-006,  0.01405547
,,,-5.02820007e-006,  0.01408828
,,,-5.02800007e-006,  0.01406484
,,,-5.02780007e-006,  0.01416797
,,,-5.02760007e-006,  0.01414453
,,,-5.02740007e-006,  0.01411172
,,,-5.02720007e-006,      0.0141
,,,-5.02700007e-006,  0.01410703
,,,-5.02680007e-006,  0.01408594
,,,-5.02660007e-006,  0.01405781
,,,-5.02640007e-006,  0.01396875
,,,-5.02620007e-006,  0.01400859
,,,-5.02600007e-006,  0.01400859
,,,-5.02580007e-006,  0.01395938
,,,-5.02560007e-006,  0.01398047
,,,-5.02540007e-006,  0.01398047
,,,-5.02520007e-006,  0.01404141
,,,-5.02500007e-006,  0.01409297
,,,-5.02480007e-006,  0.01414922
,,,-5.02460007e-006,  0.01410703
,,,-5.02440007e-006,  0.01417031
,,,-5.02420007e-006,  0.01411172
,,,-5.02400007e-006,  0.01404141
,,,-5.02380007e-006,     0.01395
,,,-5.02360007e-006,  0.01392422
,,,-5.02340007e-006,  0.01387031
,,,-5.02320007e-006,  0.01383984
,,,-5.02300007e-006,  0.01381172
,,,-5.02280007e-006,  0.01377188
,,,-5.02260007e-006,  0.01372734
,,,-5.02240007e-006,  0.01363828
,,,-5.02220007e-006,  0.01365703
,,,-5.02200007e-006,  0.01357734
,,,-5.02180007e-006,  0.01362891
,,,-5.02160007e-006,   0.0136125
,,,-5.02140007e-006,  0.01352813
,,,-5.02120007e-006,  0.01356094
,,,-5.02100007e-006,  0.01352813
,,,-5.02080007e-006,   0.0135375
,,,-5.02060007e-006,  0.01354688
,,,-5.02040007e-006,  0.01352578
,,,-5.02020007e-006,  0.01353984
,,,-5.02000007e-006,  0.01359375
,,,-5.01980007e-006,  0.01365703
,,,-5.01960007e-006,  0.01366875
,,,-5.01940007e-006,  0.01369688
,,,-5.01920007e-006,  0.01372734
,,,-5.01900007e-006,  0.01378125
,,,-5.01880007e-006,  0.01375547
,,,-5.01860007e-006,  0.01384688
,,,-5.01840007e-006,  0.01383984
,,,-5.01820007e-006,    0.013875
,,,-5.01800007e-006,  0.01394297
,,,-5.01780007e-006,  0.01397109
,,,-5.01760007e-006,  0.01403203
,,,-5.01740007e-006,  0.01400391
,,,-5.01720007e-006,  0.01414453
,,,-5.01700007e-006,  0.01413984
,,,-5.01680007e-006,  0.01425469
,,,-5.01660007e-006,  0.01428516
,,,-5.01640007e-006,  0.01429922
,,,-5.01620007e-006,  0.01430156
,,,-5.01600007e-006,  0.01422422
,,,-5.01580007e-006,  0.01420547
,,,-5.01560007e-006,  0.01414219
,,,-5.01540007e-006,  0.01404375
,,,-5.01520007e-006,  0.01393828
,,,-5.01500007e-006,  0.01383516
,,,-5.01480007e-006,    0.013725
,,,-5.01460007e-006,  0.01362188
,,,-5.01440007e-006,  0.01352578
,,,-5.01420007e-006,  0.01346719
,,,-5.01400007e-006,  0.01333828
,,,-5.01380007e-006,  0.01325156
,,,-5.01360007e-006,  0.01315078
,,,-5.01340007e-006,  0.01306406
,,,-5.01320007e-006,  0.01295156
,,,-5.01300007e-006,  0.01292344
,,,-5.01280007e-006,  0.01282734
,,,-5.01260007e-006,  0.01283906
,,,-5.01240007e-006,  0.01277109
,,,-5.01220007e-006,  0.01268906
,,,-5.01200007e-006,  0.01268906
,,,-5.01180007e-006,  0.01267031
,,,-5.01160007e-006,  0.01271484
,,,-5.01140007e-006,  0.01271719
,,,-5.01120007e-006,  0.01276875
,,,-5.01100007e-006,  0.01279453
,,,-5.01080007e-006,  0.01277109
,,,-5.01060007e-006,  0.01285313
,,,-5.01040007e-006,  0.01283438
,,,-5.01020007e-006,  0.01294219
,,,-5.01000007e-006,  0.01299844
,,,-5.00980007e-006,  0.01310156
,,,-5.00960007e-006,  0.01322344
,,,-5.00940007e-006,  0.01336172
,,,-5.00920007e-006,  0.01355156
,,,-5.00900007e-006,  0.01369688
,,,-5.00880007e-006,  0.01385859
,,,-5.00860007e-006,  0.01397813
,,,-5.00840007e-006,  0.01416797
,,,-5.00820007e-006,  0.01428047
,,,-5.00800007e-006,  0.01434609
,,,-5.00780007e-006,  0.01444922
,,,-5.00760007e-006,  0.01452891
,,,-5.00740007e-006,  0.01455938
,,,-5.00720007e-006,  0.01453594
,,,-5.00700007e-006,  0.01459922
,,,-5.00680007e-006,  0.01461797
,,,-5.00660007e-006,  0.01459688
,,,-5.00640007e-006,  0.01459453
,,,-5.00620007e-006,  0.01459922
,,,-5.00600007e-006,  0.01452891
,,,-5.00580007e-006,   0.0145125
,,,-5.00560007e-006,  0.01442109
,,,-5.00540007e-006,  0.01434375
,,,-5.00520007e-006,  0.01422188
,,,-5.00500007e-006,  0.01415625
,,,-5.00480007e-006,  0.01412578
,,,-5.00460007e-006,  0.01402266
,,,-5.00440007e-006,  0.01392656
,,,-5.00420007e-006,  0.01379297
,,,-5.00400007e-006,  0.01379063
,,,-5.00380007e-006,  0.01366172
,,,-5.00360007e-006,  0.01354922
,,,-5.00340007e-006,  0.01351406
,,,-5.00320007e-006,  0.01342266
,,,-5.00300007e-006,  0.01342734
,,,-5.00280007e-006,  0.01327969
,,,-5.00260007e-006,  0.01327031
,,,-5.00240007e-006,  0.01318359
,,,-5.00220007e-006,      0.0132
,,,-5.00200007e-006,  0.01315781
,,,-5.00180007e-006,  0.01324688
,,,-5.00160007e-006,  0.01325391
,,,-5.00140007e-006,  0.01327031
,,,-5.00120007e-006,   0.0133125
,,,-5.00100007e-006,  0.01337344
,,,-5.00080007e-006,  0.01349297
,,,-5.00060007e-006,  0.01357969
,,,-5.00040007e-006,   0.0136875
,,,-5.00020007e-006,  0.01370625
,,,-5.00000007e-006,  0.01376016
,,,-4.99980007e-006,  0.01379531
,,,-4.99960007e-006,  0.01384688
,,,-4.99940007e-006,  0.01388672
,,,-4.99920007e-006,  0.01393125
,,,-4.99900007e-006,   0.0139875
,,,-4.99880007e-006,  0.01405547
,,,-4.99860007e-006,  0.01407656
,,,-4.99840007e-006,  0.01402031
,,,-4.99820007e-006,  0.01404375
,,,-4.99800007e-006,  0.01407891
,,,-4.99780007e-006,  0.01403906
,,,-4.99760007e-006,  0.01406016
,,,-4.99740007e-006,  0.01403438
,,,-4.99720007e-006,  0.01402266
,,,-4.99700007e-006,  0.01402031
,,,-4.99680007e-006,  0.01404844
,,,-4.99660007e-006,  0.01403438
,,,-4.99640007e-006,  0.01406484
,,,-4.99620007e-006,  0.01409531
,,,-4.99600007e-006,  0.01409063
,,,-4.99580007e-006,  0.01408125
,,,-4.99560007e-006,  0.01417734
,,,-4.99540007e-006,      0.0141
,,,-4.99520007e-006,  0.01407422
,,,-4.99500007e-006,  0.01410938
,,,-4.99480007e-006,  0.01405781
,,,-4.99460007e-006,  0.01408359
,,,-4.99440007e-006,  0.01402031
,,,-4.99420007e-006,  0.01401328
,,,-4.99400007e-006,  0.01403438
,,,-4.99380007e-006,  0.01403438
,,,-4.99360007e-006,  0.01408125
,,,-4.99340007e-006,  0.01401797
,,,-4.99320007e-006,  0.01405781
,,,-4.99300007e-006,  0.01404844
,,,-4.99280007e-006,  0.01411172
,,,-4.99260007e-006,  0.01405547
,,,-4.99240007e-006,  0.01407891
,,,-4.99220007e-006,  0.01405781
,,,-4.99200007e-006,  0.01398516
,,,-4.99180007e-006,  0.01397578
,,,-4.99160007e-006,  0.01392891
,,,-4.99140007e-006,  0.01387734
,,,-4.99120007e-006,  0.01385859
,,,-4.99100007e-006,  0.01385391
,,,-4.99080007e-006,  0.01381406
,,,-4.99060007e-006,  0.01373906
,,,-4.99040007e-006,  0.01366875
,,,-4.99020007e-006,   0.0136125
,,,-4.99000007e-006,  0.01363594
,,,-4.98980007e-006,  0.01358906
,,,-4.98960007e-006,  0.01356328
,,,-4.98940007e-006,   0.0135375
,,,-4.98920007e-006,  0.01353984
,,,-4.98900007e-006,  0.01358203
,,,-4.98880007e-006,  0.01357031
,,,-4.98860007e-006,  0.01354922
,,,-4.98840007e-006,  0.01358438
,,,-4.98820007e-006,  0.01363828
,,,-4.98800007e-006,  0.01374141
,,,-4.98780007e-006,  0.01370391
,,,-4.98760007e-006,  0.01374141
,,,-4.98740007e-006,    0.013725
,,,-4.98720007e-006,  0.01367813
,,,-4.98700007e-006,  0.01374141
,,,-4.98680007e-006,  0.01382578
,,,-4.98660007e-006,  0.01387266
,,,-4.98640007e-006,  0.01394297
,,,-4.98620007e-006,  0.01393594
,,,-4.98600007e-006,  0.01397578
,,,-4.98580007e-006,  0.01401563
,,,-4.98560007e-006,  0.01413281
,,,-4.98540007e-006,  0.01416797
,,,-4.98520007e-006,  0.01424063
,,,-4.98500007e-006,  0.01424297
,,,-4.98480007e-006,  0.01434609
,,,-4.98460007e-006,   0.0143625
,,,-4.98440007e-006,  0.01432031
,,,-4.98420007e-006,  0.01435078
,,,-4.98400007e-006,  0.01427344
,,,-4.98380007e-006,  0.01423125
,,,-4.98360007e-006,  0.01415859
,,,-4.98340007e-006,  0.01402266
,,,-4.98320007e-006,  0.01394063
,,,-4.98300007e-006,  0.01381172
,,,-4.98280007e-006,  0.01376016
,,,-4.98260007e-006,     0.01365
,,,-4.98240007e-006,  0.01351875
,,,-4.98220007e-006,  0.01339688
,,,-4.98200007e-006,  0.01326328
,,,-4.98180007e-006,  0.01320469
,,,-4.98160007e-006,  0.01304297
,,,-4.98140007e-006,  0.01301484
,,,-4.98120007e-006,  0.01294688
,,,-4.98100007e-006,  0.01285313
,,,-4.98080007e-006,  0.01275938
